speaker_tag	text	sentiment_score
4	Hello, beautiful people welcome to God is gray the podcast although I as a Christian believe that God resides in absolute truth in black and white. We as people are stuck here on planet Earth contending with the gray in church gray areas often cause dissension anger and even hate but on this platform I welcome open dialogue. Eddie of opinion and differing belief systems God is gray is meant to teach in form and simply trade stories with kindness love and mutual respect. If you have a story or perspective to share, please reach me Brenda Marie Davies at goddess gray XO @ gmail.com to support the cause and be a part of our community donate to patreon.com slash. God is gray now onto the episode. We're going to get you saved by the end of this conversation.	1.0
2	Okay, that's funny.	1.0
4	Hello. We're talking to Nicole Anderson today. She is a fellow YouTuber her channel is called taboo topics. She also has a website of the same name called taboo topics.com and her motto is challenging tradition changing Minds choosing happiness. Nicole was a Christian for 10 years and just recently It came out as an atheist very bravely and publicly on her channel. So you still have a bunch of Christian friends. I presume.	1.0
2	Yeah, it's so funny reading some of the comments on my YouTube channel because they're all like saying that I'm running around is like an atheist circle now and it's the actually like complete opposite of that. Like I still have all of my same friends from Junior High and high school and they are like all Christians and I'm kind of the only one that left. left which is kind of what has been so hard about this whole journey is just being like, you know the odd one out and it's just interesting to see like how his like I totally understand like not all Christians at the same and people are like don't just let like a few bad apples like ruin your experience, but I'm like guys like I love my friends like I know that they're not like bad people but I'm just sit like my whole thing is that sometimes the things that they Believe and do and say because of that can be hurtful and I don't think people realize that you know, and I've just like experienced a lot of that with my very conservative Evangelical fundamentalist fundamentalist friends.	1.0
4	You know, yeah, you have the conservative fundamentalist friends in particular because I have Christian friends, but I tend to only steer towards the ones that don't drive me insane.	-1.0
2	Yeah, it was crazy. Well like my whole experience with Christianity stemmed from my friend group. Like I wasn't raised a Christian I was raised and like just a very loving secular home and religion wasn't talked about and so, you know actually like First experience with Christianity happened when I was 12 years old. I was in my seventh grade science class and we were learning about Evolution exempt these two girls got so mad and they were like, what about Adam and Eve? What about the Garden of Eden? Like how can you be teaching this stuff in a public school? Like they were so mad and I was like, who are you talking about? Like who's Adam? Who is Eve? Like I didn't I was so ignorant. Ignorant and so I think at that point I kind of like became their salvation project and I was starting from like a blank slate like I didn't know anything about religion really and so I kind of just accepted that what they were saying was true and my parents never wanted to tell me like what to believe or what not to believe but that kind of lead to like an unhealthy. Like one-sided argument that was like filling my brain coming from my friends and I didn't like I don't know. I didn't necessarily critically think too much about it.	-1.0
4	I was only 12 and I just remember that's when it happened for me to 12. Yeah. Yeah because I used to be a casual Roman Catholic. Very passionate about God though. I always really felt I always talk about these like bedside moments that I had when I I was a little girl and I really felt a connection to the spiritual and to the Beyond. Yeah, and it wasn't until I was 12 that I went to this Born Again Church. That was Evangelical and you know now looking back I believe that's when I got really messed up and some really toxic thinking and toxic beliefs and fear fear fear fear.	1.0
2	Yeah, you know that might have been what it was because I was never around like a liberal Christians. It was the very extreme. Evangelical fundamentalist and I didn't know that that was like a small sect of Christianity like even recently I just thought that that was normal Christianity and I was like, you know always made to feel like, you know, any type of disagreement was just you're not being a real Christian. You're not being a good Christian. But yeah from the very beginning it was just like this constant theme of Of like you think your life is good now, but it can be so much better like is if you believe in Jesus like you will be like infinitely better. And yeah, it's funny like you mentioned the bedside moments because I still like so vividly remember sitting in my bed one morning when I was 12, and I was praying to God and attempting to repent for my sins, but I just kept saying Did I didn't know what I had done wrong? Like I didn't understand why I was so unworthy and undeserving of his love. I didn't like feel like I was the sinful person that was filled with like the innate evil of Adam and Eve like that. They let into this world. But like that's what I was reading. And that's what I believe like it was the inspired word of God. I thought it was true and all the worship songs in youth group and stuff just kept saying like I want more of you God and less of me and it just kind of like shrunk. I'd like shrunk myself down and felt like I must have been doing something wrong in his eyes and like for that I was truly sorry and you know begged for his forgiveness. And I don't know it was just like this constant theme of know your place like you are inferior by Design and I didn't realize it back then but that was like when my healthy amount of self-worth started to Chip Away And it was like crazy that that was like the moment that I dedicated my life to Christ. Yeah, and then like for 10 years after that Christianity kind of consumed my life my friend group. We would have liked deep discussions all the time. I would go to youth group devotional groups summer school, like summer camps Bible studies. I was a youth leader for a while. And it was just a very like simple Faith but I was always told that you're not supposed to intellectualize your face or critically think too much about it. And I kind of feel like not teaching apologetics is like doing a disservice to your congregation because you know people might hear about these things eventually and then I mean that's like what happened to me in my last semester of college after You know, I was 22 so it had been 10 years. My roommate was a religious studies minor and she was doing all of this research for her classes. And you know, she was having like people that were on the committee of translating the ancient Greek manuscripts like as her teacher and they were telling her these things that I just knew nothing about and it was that same sort of feeling I had when I was 12, it was like wow, like I'm so ignorant like there's so much more. I need to know. And so I that's when I like started my deep study of Theology and I went into it as a Christian wanting to be a better Christian thinking that I was going to like, you know be so solid in my faith and then just as I continue down that path like things slowly started to like not make sense with like the Christian doctrine and my faith was like unraveling I guess in my questions. We're too hard and Too Deep for the Christians around me to answer I guess so I was kind of on my own and I yeah, I decided that like I just didn't think the facts were there. But honestly the damaging part came like after I left like once I just decided I don't think this is true. I don't think I'm going to call myself a Christian anymore. That's when I started like feeling the damaging effects of like what? It happened like the past 10 years, basically.	-1.0
4	What is that? What is that look like or feel like to leave and then get that reaction.	0.0
2	I mean there were so many different aspects of it. You know, one of the aspects was this idea. Like I started viewing Christianity differently and I know a lot of Christians will probably disagree with this interpretation, which is totally fine. I just think it's important to realize that there are a lot of people out there. There who will hear the gospel message and they'll interpret it in kind of the way that I started seeing it and it's not necessarily always healthy because I remember looking back and you know asking myself like why I could never bring myself to get baptized even though so many people encouraged me to do it and I think part of me subconsciously disagreed with this idea of like dying to yourself like this. Idea that you are your intrinsic self needed to die that there wasn't anything like good about you. Unless God was living in you and you were reborn as Christ and it just seemed so hurtful to me and like looking back now. I don't think I ever felt broken enough to need a savior. My self-image wasn't bad enough like my life wasn't shattered enough for me to view myself. Business like dirty rags that God Compares artworks to in the Bible and this just kind of made me see how religion doesn't work as well. If you start out with a healthy amount of self-worth because then when I was going through harder times in life, I remember thinking how easy it would be to like go back to church and to feel better and you know, there would be so many people who would instantly care about And it give me attention and support and comfort me and try to make me feel better. And that was so appealing but it made me realize how this idea of God and religion could so easily be used as a Band-Aid like for our problems. It made me feel like religion was like preying on the weak and in those vulnerable moments, like it's so easy to want a savior, but I needed to like pull myself back into reality and be like Intellectually, though. This doesn't add up in my head. So like I don't know. I didn't want to take the easy way out and just like go back and then oh gosh, like there's just so much of out of this is how I felt but it's like you're not capable of anything without God and everything good is because of him and everything bad is because of you and like he deserves all the glory and you're just a vessel completely worthless without him and Like if you leave God your life will be miserable. And that's what I was always told and that's I think what really hurt me afterwards like when I was like, I don't believe this anymore like but people are still telling me like he needs to be the priority in your life. And like if he's not bad things will happen to you and like yeah this one time. Yeah like this one time my friend. I was telling her that I had filled out this job application and it was a writing application. So I had to write like a ton of like not essays but like a lot of prompts and then I hit submit and my internet had gone out and it got all deleted and instead of just being like yeah, that sucks like, you know the internet but she was like wow God is really trying to get you back and in my head I'm like God is going out of his way to like make my life miserable so that all come back to him like that doesn't make any sense. Like, how do you I don't know how can you think that way because that just sounded like manipulation.	-1.0
