speaker_tag	text	sentiment_score
2	Welcome to the wrong culture podcast. My name is Dane ver way. I'm an experienced Runner and running physiotherapist. I created this podcast not only so I had an excuse to talk running each and every week something that I love to do, but more importantly this podcast gives me the opportunity to interview fellow Runners friends and health professionals in a relaxed and easygoing format. This podcast is designed for the everyday Runner so we can all live learn. Grow and enjoy everything there is to running together. I hope you enjoy the show. Welcome back to episode 17 of the wrong culture podcast today. I interviewed a man Clark one of the athletes are coach from the Run culture hours. This is the third time I've caught up with Damien over the past six months. Although as you'll hear today's episode is a little bit different Damien's had a setback. He's recovering from an injury. He's had a month off running. Whereas over the past 2 episode Damien couldn't put a foot wrong. To in pee I have to pee. I love this podcast episode for a number of reasons one because I feel like a lot of people can learn from it anyone who's currently injured. I think we'll be able to learn and just sympathize with Damien over the past month and what he's going through. Damien also shows a fair bit of maturity in this episode. He's learned a lot since he had a major injury this time last year and he's definitely gone about this injury a whole heap better in terms of how he's viewed it and and Managed IT. He certainly has stopped listen to it and tried to get on top of it straight away. I also liked this episode because it shows that her load management isn't in tight tirely. The reason for this injury. So we've Damien. Yeah, he missed last season's track season and then we started introducing spikes so that it could do his 1500 and 5K races. And yeah, he's got saw in his foot because he started to use this. Spike's more but really the way that we introduced the spikes was very slow. And a lot of people would have been able to tolerate this load. So it shows that how how everyone's different and we learn from our experiences. So Damien and I will be better for this. We all know that okay, we have to ease our way forward and slowly build Damien's tolerance to track spikes and the speed work involved on the track. And this will come all right enough for me. I hope you enjoyed the episode. Okay, here we are again with Damian Clark and I will catch up.	1.0
1	Yeah. Yeah.	1.0
2	Yeah just catching you before Jim as well. And then you're off to Phillip Island today.	1.0
1	Yeah, that's it. Kind of wait school. He's not really schoolies trip you'd call that that's awesome.	1.0
2	Because last time we caught up you were and meets all your study and you hadn't done your exams yet. So it must be a relief.	1.0
1	Yeah, well past that now so glad it's over most later results next week next Thursday. Yeah, we have today. Yeah next week nervous. So I'm just anticipating it. Yep. Yeah, it's want it back.	1.0
2	Yeah few things that happened. You've had your 18th then you've got your license as well.	1.0
1	Yeah. Yeah busy time of the year. So finish school two weeks later birthday matey. 18th pick surprise party. Yeah and got my license has made life a lot easier. Yeah, I got me here this morning.	1.0
2	Yeah. Yeah so good. You can just get to places now a bit more independently. Yeah, it's fantastic. And then so it's happened to also, you know from a running front and an injury front this time around and I think it's important to touch base and report on because like we said from the start we're going to report the ups and downs of It's not all smiles and Reva. Yeah, that's it. It's not all positives. But there certainly were still a few positives this this time around like like I said last time we're going to do a few fifteen hundreds and and you ended up doing a few in October had they go.	1.0
1	Yeah good finally cracked 4:30. Yeah just was like 429 six or something that he did it twice. I did it twice to it once a day and then the following Saturday around no 429 just that into	1.0
2	Club meets.	0.0
1	Yeah, just maybe Shield.	0.0
2	Yeah, how did those races feel good.	1.0
1	That's the first time I've ever really I can still wear my watch but I felt was unnecessary. Yeah, like I was I didn't check my watch at all like that all around it as a race and then I got good times out of it and still felt like looking back. I still feel like I got more to give and yeah, just enjoy the race. Yeah. Yeah, so take whatever.	1.0
2	Nana's is great. So you felt like you were getting some speed and we're certainly trying to do a few more speed sessions as well on the track. And then we got to the three 3 ke early November and this was sort of did you finish the exams what this stage?	1.0
1	That was the day of my last?	0.0
2	Yeah. Yeah. So yeah, finally pressure was off a little bit but must have been a bit of a surreal feeling doing that race. Ace after all the pressure you'd be putting on yourself a lot of emotions like that. Yeah would have been a funny day.	1.0
1	Yeah, and I'll light race to get look quite like wasn't it's like 9 o'clock start. Yeah, definitely very different to what I'm used to.	-1.0
2	Yeah. So this was the first mileage club and it was at Duncan McKinnon in Glen Huntley that morandini ass track. And yeah, I thought you look fantastic like you certainly piece together. A good sort of 1500 two k's in that race and and your Technique looked really good and you you certainly look like you had a new new few gears and then it just sort of got your late in the race.	1.0
1	Yeah, really set it off in this at the start. But yeah, I've known Carly say what happens at the end. Yeah, but again, I didn't check my watch for the whole race or just going off the splits and so still getting a lot better at running it as a race. Yeah, but yes, I'm just happened to that last Caleb. I lost it and get kind of fell apart towards the end.	-1.0
2	It's okay. Like that's that's running. I like it's very rare that you hit your first 3K of the season and nail it like it's often often takes a few goes and just it's a different type of writing, isn't it? Then cross country? Yeah, definitely, but if you learn yeah, yeah, but even just that pace, so what did you go through 1K in and what did you go through? A to KN. Can you can you remember what they call it out?	1.0
1	He was like 306 for the first K and then just over free 10 for the second K. Yeah, and then the last one I thought over 324 last time.	0.0
2	Yeah.	1.0
1	Yeah. Yes. I mean I still like brand under 10 minutes so may not take it.	1.0
2	Yeah, exactly and I mean conditions aside because it wasn't the best day.	-1.0
1	He is miserable with like Lane ones for	-1.0
2	what'd you hapless? Yeah, and I think many people had really good days time was that day? I don't think there was many PV so now but then after that, yeah, just the the sore foot over the weekend after that was kind of turn for the worst kind of Sunday.	-1.0
1	I'm a long runs and 60 minutes and felt this sharp pain at the fucking before foot. It didn't go away for Around yep, their messages are away and godly fear in the worst.	-1.0
