speaker_tag	text	sentiment_score
2	Hi, this is Mary HK, Troy and you're listening to Hey, cool life a micro pot about mental health and creativity. Hmm. It is January the 23rd 2019 and this is episode 22 in reality. It is actually the evening of the 22nd. But um I'm a very early morning tomorrow. So I am trying to record it tonight and seeing how it goes. I've already done that thing where I fussed too much and premeditated too much. So I've tried recording it once before and I didn't like the results and I was having this Stern conversation with myself being like the whole agreement was that you Just deliver the first Pancake no matter how misshapen and raw the dough but then the sort of staunch like determination with which I refuse to let myself even like mess with it felt really ungentle.	-1.0
3	Like I was like this seems really harsh.	-1.0
2	So I'm allowing myself to record it again and see how it goes. So yeah, I I wanted to talk a little bit about friendship. You know, I am really selective about who I spend time with because you know, like I've been in recovery now from my eating disorder and like pretty much sober for about 8 months which is less than a human gestation period and it's still really new and it Really new and it takes a lot of work. And so I kind of treat myself with gentleness and acknowledge how much mental real estate this is occupying. It really beats being fully in the disease or in relapse, but you know, I do treat myself. not carefully or gingerly or with kid gloves or anything just with like, you know, just a little more tenderness than I have historically and so yeah, like I might not see a lot of people really often like I shared earlier about how I manage my day and how I only really take on two large chunks of activity a day because any more than that and I just get really anxious and	-1.0
3	I start tripping out a lot, but I've been really noticing like who I spend time with and who I talk to and there are a lot more people that I talk to who I may not see that regularly Beyond people in like my 12-step meeting and they're all great and I really really go to them and they're such a source of like infrastructure when I just need another brain to Noodle on an issue with me.	-1.0
2	me but I used to pride myself so much on being self-sufficient and I don't know like it's another one of those things where I just like felt like it was a thing that you should aspire to and should be successful at and now I'm not so so sure considering like how creative and like inventive and inaccurate my brain can be so I've been talking to a certain group of friends who are also like I would say like dealing with their own emotional homework and	1.0
3	you know, they're all writing away at their own owner's manuals and I love comparing notes and I love hearing how people are doing.	1.0
2	And so I started asking people. How are you and you know and a friend of mine who is very very that's say influential and has a massive massive social.	0.0
3	You're following once remarked after an international tour how infrequently people ask how she's doing and it how how all these responses like are so like responses on social media or even in person usually are so blithe and they're like positive assumptive. It's all like you're killing it you're crushing it. I want your life like you look this you look that you look great. You're you know, whatever.	1.0
2	And she's like, you know what? I never really get an invitation to speak or check in on how I am actually doing and I've personally found that like when my brain is overwhelmed and I'm anxious and I'm just like in that real not scribble. sometimes like asking someone else how they're doing is like a really great trick to get that light spot light off the inside of my own brain with like, you know that like and just shine a bit of attention on to something else like something outside of me and it's funny like if you ask someone how are you, you know with my friends and	-1.0
3	It's like crew of people who like we said, we like talk about our emotions all the time. We like text about like, you know, just like to give each other affirmations and all that stuff and with them it's really different, but I wanted to talk a little bit about how to really ask how someone's doing because we're so unused to it and I certainly was really, you know, I was like a foal trying to walk. It was just all like you know, like shifting weight awkwardly like buckling under certain pressures and all this stuff and When you ask how someone's doing and they're like, oh, you know the same, you know, same same tired like everyone else and they move you along.	-1.0
