speaker_tag	text	sentiment_score
1	Before I continue one of the ways, we keep all of our content for you. The listener free of charge is our amazing sponsors, and today anchor is one of those sponsors. If you haven't heard about anchor it's the easiest way to make a podcast. Let me explain it's free. There's creation tools that allow you to record and edit your podcast right from your phone or computer anchors going to distributor podcast for you. So it can be heard on Spotify Apple podcasts and everywhere podcasts are listened to and you can even make money from your podcast with no minimum listenership. It's everything you need to make a podcast in one place download the free anchor app or go to Anchor	1.0
3	Dot f m-- to get started Haley's hottest club is stay tuned for our discussion of RuPaul's Drag Race All-Star season 4 episode 7 Queens of clubs. You're tuned in to AfterBuzz TV the ESPN of tv top now let them go.	1.0
1	Hello. We are here. In the AfterBuzz TV Club, that's me being a record. I am your host one, two, three Jackie B. I'm here with smart a Freeman turn that I've ever the corridor. Sorry. Hi guys, it's Mark. I'm here trying to spin right around in my chair and your lies in the house everybody you thirsty as well.	-1.0
3	I got guys I Supply the champagne today.	1.0
1	Yeah. Yesterday I surprised the plastic cup and I'm drinking because why they're not clinking the Titanic will go down faster the drunker and I did have a drink and a shot before we started. All right. So the rules since since that is the case, I will only speak when spoken to you guys.	1.0
3	It's a drag race AfterBuzz TV drinking game. Mark disobeys his own rules take a drink. Yeah, what did you guys think of the episode? I thought this was a really creative challenge. I was excited by it a fresh new challenge. I love Design Channel channels. I love design challenges. They remind me so much of like like Project Runway and I just love seeing everyone kind of work as a cohesive unit. Well, some people work on the cohesive unit and I just thought it was really fun. It was very light-hearted. So everything's positive. Just wanted somebody to hand me that paper.	1.0
1	I was reaching for my champagne. I was like, I'm sorry, I enjoyed the episode because like we've never seen this challenge before so it's pretty new. I loved like I guess it was a comedy challenge to get some way. So it was Personality. Yeah.	1.0
3	It was all it was a lot of things rolled into one you had to have a lot of different you had of Hosting skills. You had a design skills comedy was in there as well. So before we move on to our next topic though, I just wanted to say thank you for making AfterBuzz TV the ESPN of TV talk for us to grow. We need your help. So continue to like and comment on both our YouTube channel and on our iTunes channel here on the drag race AfterBuzz TV panel. We give you a cool. Shout out to one fan at the end of the episode every week. So if you do that if you like us and make a comment. I meant you could get a shout-out. But moving on any other thoughts mark on the episode.	1.0
1	Oh, I'd be happy to tell you I thoroughly enjoyed the episode. I thought everybody was wonderful and nobody should have gone home. Are you feeling okay? Oh, yeah, this is not okay. I don't accept this Marie. Where are you Lorraine? I actually really did enjoy the episode. I actually thought it was a great Challenge and I will admit when they do great things. I thought it was a great. Challenge because it is something that drag queens have to do maybe not from start to finish creating the whole event, but I have a lot. Yeah, I have a lot to say later, but that's all I'll say right now and everyone who's joining us in the chat room.	1.0
3	I see Chapel Theo Hutton Bryce Mitchell KenKen 29. Thank you guys for tuning in every week, especially this week when rent live is happening and you're watching us instead. Oh thank goodness. Good thoughts. Oh, that's a cool name. And challenging and Jesus together tomji. That's you could be watching valentina's sing live. But instead you're watching us.	1.0
1	So we thank you. So we thank you for I said I assumed Mark was always drunk on set Bryce that is not a kind thing to say my mother wanted some time. It's just every other episode every other every up. The one I wasn't here wasn't drunk. That's why you weren't here.	1.0
3	So the main challenge we had Latrice come back and then Latrice got two pair everyone off. So she picked her team it was Trinity and Manila and then she put mode and Monique together and Valentina and Naomi together. It didn't seem like I got the only one that seemed kind of sabotage. She was putting Valentina and Naomi together since it was kind of like a consensus that they were the bottom. Not last week, but the week before yeah state but Latrice was smart to get with the frontrunners.	1.0
1	Yes. She was kind of herself with anyone else because she's like she knows the RuPaul curse the combat Queen pierce the yes, come back.	1.0
3	You mentioned right out the door.	0.0
1	Yeah, so she broke that which she did good. Yeah.	1.0
3	I felt bad for Naomi though having to work for with Valentina. I'm surprised the trees didn't put Monique with Valentina because they kind of have like a rivalry going on. Yeah and you know Monique and Monet they have like This friendship and they're always working together. I don't know like I'm kind of like I wish they wouldn't work as together as much personally because it's kind of like that's what I think that this challenge is right up their alley. Yes. Yes. So them that they needed Mark you can speak.	-1.0
1	No, it's going to raise my hand from down. No, I was thinking do you think and maybe they'll say at the beginning of next week's episode. Do you think Latrice was being strategic in like trying to create issues or she thought she Was generally putting the best people together best people together.	1.0
3	Yeah, nasty like that.	-1.0
1	Yeah, I don't think so either because if she was she would have done that. Yeah.	-1.0
3	She was really I think she would have mentioned it to ya ugly and the confessional. Okay. Go back to my Champion. So Valentina Naomi did Club 96 which was supposed to be like Studio 54 wait. We also need together real quick little ASMR 96	-1.0
1	Hands down. The best part of their thing was Naomi doing. Yeah and Charlie felt like a Saturday night Live's. Yeah when he said that I was like, oh my God, that's exactly what it was. Yeah, the funny part of it to me was the show they had to do with the name that garlic and they messed up. That was fun. Yes.	1.0
3	Yeah, that was terrible. It's just I mean, it's interesting because you saw Valentina read the other teens were having like a You looking club and she was so concerned about the club looking nice that she didn't think about the concept of who did you say was this you who were you referring to Valentina Valentina? Okay. Yeah. She's shading the other teams for not having it look nice. Right, but but there's the concept ended up being not as strong as the other one trunks doesn't look nice, but they do well. I'm usually drunk when I go in there so and then Naomi ended up fronting most of the work because like Valentina wasn't helping like write the scripts and she was kind of like joking on joking around while they were trying to like paint the set which is funny to watch but then you're thinking like if I was Naomi I would be I would probably be more like tents and visibly nervous. Because I would be like no dude. We need to get this props to her for like kind of caring that team. I feel like Valentina and I went back into her old because she'd kind of the same thing last her season when she wasn't like studying the words like she kind of just coasted through it and that what's in her home. So I felt like Valentine just like missed the mark on this missed the mark this episode. So I think so too. I just felt bad for her.	-1.0
1	It's our confessional. It was a lot of I and the Fantasy III and never once did she say we know and I was just like you didn't do you didn't do nothing but paint a wall really, you know, yeah, but the outfit was cute the painting outfit.	1.0
3	I wear that to church to save painting out but I liked I liked manila's painting outfit. I would like a hot like backstreet boy.	1.0
1	Yeah. I put I had to put this down Latrice getting into the jumper. Yeah deserves also watch that. It was the best part of the show it to me that was funny hilarious.	1.0
3	I like the O in the chat. He said production must have helped them with the sets. Yeah, just probably true.	1.0
1	Okay. So if you go to when Monique a Monet were doing there, there's sketching out. They had like markers on a board and then they show manila's all like profession right today. She's a graphic design.	1.0
3	Right? So Monet Monique's there's was the black hole, which was like a mystery alien sci-fi. Why thing going on first off? I love that idea because anybody is going to want to go to a club called the black hole just for the injection marks a lot. So every Tuesday and Thursday to me their whole concept if you look at just the concept would be the most intriguing because I have the I would want to be What's going on there? They have some sort of like alien baby display.	1.0
1	Like I think there's was the most creative. I like I said, this is right up their alley. They were able to shine.	1.0
3	Nobody actually like talk over each other like Jersey Justice which was surprising props ammonia because I feel like Monique does that she kind of talks over her like partner a lot of the time but they Vibe well together. They have a lot of chemistry there probably goods are great to meet ya, you know, they were black and yellow also were they	1.0
1	I don't need your money Kappa black and yellow black and yellow I notice I when I watch the second time, I went oh, hold up. Yeah. I thought there must have been a yellow and black challenge. Yeah my money they got cut or something.	-1.0
3	I also think that their outfits look better than the runways. I know we'll talk about Runway. Yeah, but also I think they're the strongest MCS out of the bunch. So they did really well. I thought they were underrated. I was confused when Michelle said something along the lines of what did she say? Like, was it outer space or was it a lie the same I'm like, what are you talking about, Michelle?	1.0
1	Same thing.	0.0
3	Yeah the kind of go hand in hand.	1.0
1	I actually Michelle's not I'm finding myself saying this more this season. I don't know why but I actually kind of agree with her because I felt like it was a very it was kind of like let's create a theme that can be anything. So we don't have to be as specific we can kind of do this and we can kind of do that we can kind of do this. So, I think that was kind of her point and I did kind of agree with that because it was it was like there was an alien, baby. Baby that you could touch but then there were moons and stuff. And then there I don't know. It did seem a little it didn't seem as cohesive as the hive which I know we will get into and I have notes about it, but I liked it and I agree. I think they were hosting wise I thought they did a good job.	1.0
3	I to me that was out of all of the clubs. That was the most appealing. So I would have picked them as the winner and we can talk about this later, but I do think That it was a little bit dick in the soup for them to not win over the Beehive team.	1.0
1	Well because this is like Latrice is redemption was should be the name of the episode. Yeah, that's exactly what it was. Well that being said are we talking about the hive now?	1.0
3	Yeah, so it turned into T. Manila Latrice. They had a beehive theme which on its face the concept of a club as a beehive. I was like, oh, I don't know how this is gonna work. But when when everything came together and you wash it and then that ending with the release the bees I thought I thought that was amazing after that.	1.0
