speaker_tag	text	sentiment_score
1	If you haven't heard about anchor it's the easiest way to make a podcast. Let me explain it's free. There's creation tools that allow you to record and edit your path straight from your phone or computer anchor will distribute your podcast for you. So it can be heard on Spotify Apple podcasts and many more you can make money from your podcast with no minimum listenership. It's everything you need to make a podcast in one place. Download the free anchor app or go to Anchor dot. F m-- to get started. That's a n CH o r dot f m-- to get started. Thank you. Hi, I'm Taylor and I'm Andrea. Welcome to not or nine to five happy episode three guys. So three. I know we made it cheers to that.	0.0
2	So what are you guys thinking so far? Do we love it?	1.0
1	I love it. I love this. I really do. We've had a few questions from people and a lot of the weird random diems have to do with us and like the most absolutely hammered we've ever been It seems like we give the impression that we're drinking which we are we do. We do give that impression and I just want to say that yes, we enjoyed a drink but like we don't we don't do that every day, and I'm sorry if it comes off that way. No, it's we're working on it. We're working on our no so as we're drinking wine, so no, so basically a lot of them had to do. With stories of us and like the most Hammer we've been together and we were thinking and I said to myself. Well, I mean the most hammered I've ever been just hasn't been with her. Yeah. We kind of came to that conclusion that like we have been very much hammered together college high school, but God well no together. No, I know but you mean other than like being together. I like we're going to tell some stories and one of my stories of the most drunk. I've ever been has been in high school. I started early start him young start him young I really did. Like I had like a lot of things in high school, which mine was in college mines mines pretty wild. Yeah. Yeah. All right. You want to start? I'll start. All right. Okay our love. Okay. So this was when I was 20 years old, so I wasn't 21 yet and I feel like when I turn 21 Unlike just a side note like I tamed down a little bit. That's not like as like yeah. Yeah, you're 21 like drinking song is fun anymore. Yeah, like don't get me wrong. There was no thrill. I mean there was a thrill they're still a threat or so, but this was back when it was like Wild and Woolly. Okay, so I was 20 and it was about three months before I was going to be 21 years old. So a bunch of my friends at that time. We're turning 21. It was junior year. Everybody was like had that calendar out, you know what I mean when like they were had like the 21 countdown. Oh, yeah, three months two months one month. So my friend had a birthday in January and she decided to hold it at this club called story bill and it's in Boston and it's it used to be super fun. I don't really know what it's like now, but I said to myself I'm going to go and it's going to be awesome and we're gonna we're gonna get in there and I had a fake ID at the time and it was a Real a real fake ID if that makes any sense. It was a real human being I had a girl from Suffolk who just like totally hooked me up like she had dark hair and blue eyes and just like she just let me have it. I gave her 50 bucks to get a new license and she just she was awesome. She was the MVP. So I had I had an ID and at the time I was eating a guy who was older so he was over 21 and I said, you know, we I really want to go to this. I want to celebrate her birthday. 'The day he said sure the day of the birth day comes I was I remember I like legitimately like of course went Forever 21 and like found a sexy jumpsuit with like a super crazy v-neck in it and I was like, I'm hungry. Yeah. I was like, I like feeling myself.	1.0
2	Oh, oh literally and I wish I could do that.	1.0
1	Don't do it a flat. I can I can roll a tongue do it?	0.0
2	Okay.	0.0
1	Okay, bitch. So anywho, so I get my jumpsuit I'm out here like flexing my poor ex-boyfriend of time heat or boyfriend at the time. He was as sick as a dog. So he was like, I'm not drinking tonight you get hammered, do you and of course I'm like, yes, I will we get to a friend's house and her and I take like 12 tequila shots within 30 minutes and I am thrive. Living like literally thriving I'm having so much fun. And so we're like, let's call an Uber. Let's do it. And she's like one more tequila shot. I was like sure so we down it he's looking at me like I have ten heads. He's like this girl cannot drink because I've literally I've known that I'm like, I cannot hold my liquor like, oh, you're a small human. Yeah. So well, I was even smile my God. I was even smaller than like, it was crazy. Like now I'm lightweight. Yeah, so it was so bad. I would have like three glasses of wine and I'm still guy still get hammered after three glasses of wine now, but yeah, so it was it was wild. So like imagine me after 12 tequila shots. I'm out here like twerking and like climbing the walls hanging.	-1.0
2	I'm sorry.	-1.0
1	Also on Tuesday night literally like no longer human just like crawling up and like hanging from the ceiling the rafters, but like literally living my best life. So we're like, let's call now. Uber she lived in Brookline or something. I'm sorry. How old were you I was 20 or 20? Yes 20. So in the my friend, I won't even named her she was 22 so neither 20 as well, not 22 but 20 as well 20 also 20 and she she had a fake but I think it was like a fake fake. I don't remember either way. I don't think I've seen her since then because	-1.0
2	Probably good thing. I remember I don't she wasn't someone I saw all the time.	1.0
