speaker_tag	text	sentiment_score
1	Welcome to the state of markets podcast episode 71. I'm Paul Rodriguez of think trading.com. I'm Tim price of price value Partners.com at our very special guest is gido. Husband Kido is Professor of Economics at the University during Jose in France. He's also a senior fellow of The mises Institute where he holds the 2018 Peterson bloody chair. He's the author of me sees the Last night of liberalism and the ethics of money production as well as many other books and Publications that can be found via his website.	1.0
2	Welcome to the show Guido has thank you very much. I'm happy to be here.	1.0
1	It's great to have you on and I think Tim is got a list of questions that he wants to ask you and I don't want to stand in the way of those questions. Let's let's get straight into it. So gido. First of all, have you got a spare couple of days for us?	1.0
2	Time with us for a couple of minutes.	-1.0
1	Okay. So let's let's kick off we know each other from I think through a mutual friend initially gentleman by the name of Tony deed and in Zurich, we have probably Define behind introducing his personally and it would be fair to say that the Tony is an advocate of the so-called Austrian School. I although I didn't know the Austrian School when I set out in my career. I think I'm a little bit more familiar with it. Now, how would You so sum up the so-called Austrian School of Economics.	1.0
2	All the oceans go out from from an academic point of view. I would say it's a continuation in modern economics of the realist philosophy philosophical tradition. All right. So in philosophy of this old debate this all disagreement about the question with that any universals and then this is a real dispute that goes back to the Greeks and then in the Middle Ages, so the The idea that the question was whether there are causal connections or concept more generally speaking that apply at all times and places. Okay, and on this ground, so do people believe that this is true. They are called the real risks and the people who believe that there is no such thing that all stood all times in all places, but all things have we can know only related to particular historical conditions of time and place and We'll have to be identified in and again new and all general concepts that we could ever use are just some sort of Temporaries summaries of what we currently know and currently think well, these people are called the nominal this and the positivist and in the 20th century, the the nominalist have hijacked economics, not only economics but you can always in particular and the only guys left standing on. On the realest cam. Well, there might be a few others, but the most important group left standing is the the austrians. So the austrians think that there is such a thing as economic loss. I saw the call who connections that whole to at all times and all places. If you increase the money supply. Well, then the price it will tend to increase at all times and all places. It's not just to today in France or in the UK, but all in all countries and all at all times. So that's the option position. That's really what makes them. Particular and the others so they don't believe this kind of thing and there's a second thing that also came that has complicated things on top of this namely the idea that they are constant quantitative relationships now, that's that's not at all the same thing, but that's what the the most other economists are looking for right there. So they think that in the social field in the economy there is that Loss of any kind in this should be of the quantitative thought such as the law of gravity and so on that we know from from physics, so there should be a Content constant quantitative relationship between different variables that we have trusted in and again, like one example might be the money's stock quantity of money on the one hand and the price I love you on the other all the austrians don't believe that there is such a constant quantitative. Because the money supply is just one among other factors that influences the price level and it does influence the price level only through the subjective values of all people all Market participants. So Market participants that they are videos that doubt with the faculty to choose and they might change their opinions and I changed the values might change from one moment to the other and of course, they're different one from one individual to another so that makes it there can be no such thing as a constant quantitative relationship. The only thing that is constant is indeed that there is a relationship between the money supply and the price level they're positively related but there is no exact quantitative relationship. I'm afraid that was quite a little bit but you ask me I know it's absolutely right.	-1.0
1	I mean, I'm to blame I'm to blame it. What was your personal Journey? How did you get how do you discover the Austrian School yourself?	-1.0
2	I started off as an engineer. So I studied mechanical engineering took some economics classes some some management classes. The idea was to train for Korea and industrial management, but then I fell in love with economics and kind of Economics that I've the first attracted me was mainstream economics. So Keynesian macroeconomics, it's a very appealing intellectual approach is very flattering to young people who just don't know anything but want to world If you have this is right model to tell Co you just got to push on this button and this will happen when if you pull on this level and something else will happen but it's just sorry he drop it just that point.	1.0
1	I think you've got to the heart of my own skepticism with relation to Keynesian economics. I think Keynes said or wrote around the time that the Great Depression started that we have urged in the management of the great machine. Yes, and I would I'm not an economist but I would argue that the in	-1.0
2	Higher that that is the entire problem with Keynesian economics that the whole metaphor is incorrect because the economy is not a machine the economy is as exactly and that of course, there's cause what back to the enlightenment it's the French and that item and are yes a guy like good immensely and he wrote this book man-machine my you haven't really that all the allotment people that this conviction that really most people will just some sort of rabbits. There. They are. Very few very enlightened people Voltaire said there's something to this effect only one one of two percent probably a rather one percent of human beings are truly human beings all others are just some sort of Rapids and so you can program them as you wish and you just need to fix the loss in this that way. We have a program of social engineering and Keynes was just continue like this you did it with the economics Express. Economic language and the other guys are doing the same thing with mathematical language variety of mathematical models, but the fundamental ideas always the same.	-1.0
1	So we think this is wrong then why does why is it taken? Why isn't anybody else kind of picked up on it and said we'll hang on a minute. Keynesian economics doesn't really work as it should Austrian economics does and of course there are many Austrian economics proponents out there who are trying to fight their corner, but if it It is so obviously correct. Why hasn't the kind of white? What's what I want to get trying to get to is what what's preventing this wider pickup in economics in the universities across the world.	-1.0
2	Well, I mean, I've only not just one one factor that comes here to play. There are several reasons for one for example, is that many people academics in particular just like to play. Yeah. I think it's a very powerful motivation many Meg This like to play with models with numbers.	1.0
1	So they're just like doing this and you can't do that with Austrian economics. Is that right?	-1.0
2	Well, I mean you could that mean that's a people trying to construct austrians by Automobiles and so on but I mean this is against just play play but I think a more powerful reason why this keeps up for so long. It's just because it suits the people are in power, but why why does it why does this is that?	-1.0
1	As you do you think there's a natural tendency towards inflation as in Keynesian or neo-keynesian economics?	-1.0
