speaker_tag	text	sentiment_score
1	Dust is settled. Everyone's flights have landed and those that didn't have Wi-Fi were able to survive at least those that company begins their back home sick flee and now I can think about more important things. Like what is the top prospect list of the Dodgers look like Beyond some of the rumors we've already heard. It's the cell because God cast intjs just be he is Zack Meisel. What's up, my friend you? No Wi-fi part 2.	0.0
3	Yeah, this one was. Not as dramatic, I guess though. I did want to share. You know, I'm flying back from San Diego on Thursday and like they announced right before takeoff that there would be no Wi-Fi and I'm like, here we go again, like let me put out to the world that I'm not going to have Wi-Fi for the next handful of hours just so that when they inevitably trade Francisco Lindor and I'm just silent and not doing any reporting. It's not my fault and then I realized about I don't know. Most of the way into the flight that United has that they have that I message option. So you turn on their Wi-Fi and you of iMessage so I had nothing else but I had iMessage so I turned it on and you and some other people have texted me. You just said Bill Dance and Eddie a statue and I'm like, oh my God, they traded Linder and they got a hall from the Dodgers like and this is seriously happening happening now, and I texted you back and I said, All right, I think well it was in the Chicago. So I had a layover in Chicago. So it was on the Chicago part of the flight and you know that flights like 45 minutes. Yeah, and I think I had 25 minutes left in the flight and I'm like do I need to pay the 1099 for Wi-Fi for the you know, even though I'm gonna have to put away my laptop in 10 minutes and you're like no calm down. It's some knucklehead who covers the Falcons on the radio who comes out with this room, but I was pretty panicked there for a couple of Minutes and I thought we were going to have a legitimate part 2 to the annual tradition of not having Wi-Fi in a cross-country flight after the winter meetings.	1.0
1	Yeah, something about airplanes in the Indians getting stuff done. It was a few years ago trying to hammer out a contract with Santana last year actually acquiring Santana back this year. It could have been blind or but the six exclamation points were only matched or the six question marks. You sent me were only matched by the 600 was that you receive back in your text with the quote-unquote Rival executive.	1.0
3	Yeah, and I mean, I it's not like I reached out to say hey, like what do you think about this offer? Because I would not you know take that seriously, but someone had texted me and had that response and I was like, I can't not share this because Twitter was going crazy people were believing this guy for some reason and so we put that to bed. Well Oliver. Well, I want to see the one thing that didn't dawn on. till now that would have you know, I never needed to panic because I scheduled a really early morning flight back and with the stopped at Chicago because I assumed that's the flight that the Indians front office Executives would take turns out they took a later flight closer to lunchtime. So they were in the air when all that was going down and when you had texted me and so I don't know why I panicked because I think they're means would have been pretty limited engaged in quote unquote serious talks as aunt.	1.0
1	He pushed his chair back a little bit and got kicked six times by the infant behind him and chernov is trying to order seeing if the if Sprite falls under the free part of the in-flight service or if he yeah.	1.0
3	Yeah, it was probably first the first trade ever completed while one GM had a stroopwafel in their mouth.	1.0
1	I don't know if that's factual or not. So I'm going to have to back it up with a second source, and of course. It's the only thing those rumors really successfully did was raise the bar to an unobtainable level for the enhancing these Lindor Terry Scott sessions. So now anything that's not a complete highway robbery by the tribe, which the rumors that were out there. Absolutely were you and I have talked in this podcast that we don't know if the Dodgers straight up would do Lindor for Lux and if that was presented to you or I I think I would very strongly consider accepting that offer if I'm the Indians. Yet the offer was Luxe plus six other seven other nine other guys that were really really talented. So and in really nice lot money, of course and really didn't pass the smell test, but it did make for a fun at least 20 minutes or so of taunting you and whether or not I was actually being factual or not because I sent you the tweet and the Tweet went along with the build antonetti a statue Now text which if you receive both you Have understood my sarcasm, but when you didn't get the Tweet part of the text because you're in the air you only got the text message. So then that's initially all you get and then what I what I sent back was another picture. I think I screenshot of the tweet and try to send it to you that way but that also didn't go through and then I said something else which could have been interpreted as they just made this fantastic trade. So I am glad that I at least cause you at least some mild Panic while you're in there.	-1.0
3	Thanks Jay. Couple of years off my life, but the craziest part to me was that there were some fans some Indians fans who were saying still probably not enough. I'm like, what are you expecting? I do think we need a little bit of a reality check when it comes to what fair trade offers would be. I think like I mean, I think the Dodgers are struggling to come to terms with the idea of even including Gavin Luxe by himself. Like that's it. Yet you're having people saying like Lux plus May plus Verdugo. I would definitely need all three of them and then it probably want like another piece or and it's like that's not how this works and teams treasure young controllable cheap Talent more than ever. And guess what the Dodgers have a really really smart front office. So yes, Dave you think you're sick of the Indians winning 90 plus games every year and not doing anything about it. Dodgers fans are so sick of the Dodgers winning. Seven straight NOS titles and having nothing to show for it with a massive payroll and robust farm system, but still their teams are disciplined and the Dodgers have a really good front office and they're not just going to throw everything at the wall to get Lindor for two years and maybe they could reassign them. But, you know teams just don't do that. I think it used to be a lot easier to pull off this sort of trade because there are there were more dumb front offices. I don't think I think there's only a couple of now and those teams probably are pretty bad. So you're not going to be dealing with them in this situation.	-1.0
1	So need gets it gets really dangerous when the smart teams are also the rich teams like the Yankees who have been so very disciplined over the past several years fans screaming go back to the days of old when you threw money at everybody and that's not the way they had operated for the past several years until this offseason and when the perfect storm for them got laid at their feet they needed in a starter Gerrit Cole is Guy that just doesn't seem like he has any alarming issues tied to him at least at the moment. I know that's knock on wood for any pitcher, but there's a reason why he got the money he did and pretty much everybody agrees that he's probably worth it. And so it became a layout for them to be able to get it done. But in the past they have been operated like the Yankees. We used to see in the before the mm rolled around and they were winning world. Oops year after year after year, it's been a little bit of a different dynamic in that front office. And they the Dodgers are sort of a similar team we talked about this when we initially started talking Lindor rumors at the beginning of the offseason and I said one of the things that I think will be interesting is how desperate to these teams get where you've been operating this way like the Dodgers have where you have the strong farm system. You already have a really deep talented roster. You probably don't need to do a lot but are the fans starting to get it to you. There are Upset is just winning the division every single year and hoping that you the two random randomness your way into winning a world title. Are they going to be happy with that or are they going to feel some pressure and that was always something in the back of my mind that that thought. I thought maybe that was something that could help push or escalate a trade of Lindor to a situation like LA because if they're just evaluating this based on spreadsheets and surplus-value. Value years of control cheap control at that guy's that allow them to spend more money on other parts of their roster through free agency. If they would like to the one thing was going to change that was that sense of desperation and needing to change the the way they've gone about things in the past several years and we'll see because They didn't come away with that that major free agent peace or trade piece as of yet. So are they going to feel that sense of desperation as this winter unfolds? I don't know but that was the one thing that was kind of a wild card in my line for getting these these sorts of this sort of trade done.	1.0
3	Right and the Indians could prey on that because they could just say well we'll keep them. He's a perennial All-Star will keep him for two years. We don't have to trade him to you but along those lines I'm also Thinking it's only a matter of time before another team gets in the mix or is leaked to be in the mix because that just drives it up even more. You know, if the Dodgers insist they don't want to include Gavin Lux. Well, then the Indians can leak to someone and say hey we've talked to the Atlanta Braves or the Cincinnati Reds or another team about a Lindor trade and and then maybe the Dodgers get a little more desperate. But you know, I also think having just I'm Just going to completely debunk everything. I just said I also think front office's don't fall for that stuff the way we all do media fans the public, you know, I think they have a pretty good grasp of what's really going on. And yes, they do pay attention to trade rumors and and National reporters and whatnot. But you know that they use that to check on things to get what the legitimate scoop is and not necessarily what's out there. So it's going to be interesting. You're right. You know how desperate to the Dodgers get do they really feel like Gavin Lux can be as good as Francisco Lindor and more importantly do they feel like he can be as good as Lindor right now. I don't know but I mean you look up and down that roster and there's like 15 to 20 guys. I'd have interest in if I was if I were the Indians, I mean, there are so many directions they could go but you probably need Lux in the deal to feel comfortable because this isn't just this isn't just like Find the best match and let's do it. This is overwhelm us enough that we feel comfortable going to ownership and convincing them to sell their franchise face of the franchise and you know, probably sacrifice some season ticket sales and some fan sentiment knowing that hey you might be a better team and you'll certainly be a better team long-term Beyond 20/20 one. But like this is going to sting even if you get a really good return even if you quote unquote win the The trade and all the people who love to get a handout letter grades 10 seconds after a trade happens for some reason, you know, you're even if you win those and you get an A-Plus like it's still going to hurt at the Ballpark at in the ticket office. So you're going to have to be overwhelmed. That's why I think Lux probably has to be in the deal no matter what even if you to a mean like in a vacuum like Dustin may + Alex Verdugo + Chris Taylor plus Joc Pederson Plus Like Max Muncie is an amazing Hall. But like I still think I still think it's got to be Luxe. I still think you need that Marquee slam-dunk piece. And I think especially Indians fans by now are probably saying it's got to be Luxor.	1.0
