speaker_tag	text	sentiment_score
1	Ever heard of lab-grown diamonds lab-grown diamonds are essentially chemically identical to Natural ones just made in a lab at lightbox. They've cracked the science to grow gorgeous Stones every time check them out at lightbox. Jewelry.com. Backslash Jamel used coach Amell for $25 off.	1.0
2	I was young little bit cocky. I guess you could say because I'm this things. I look back on like I remember sitting and Kevin Liles office and he heard a demo we had And he was like I oh I'll put you in the studio with Primo and y'all do for joints and my dumb ass goes now my man need to do to beat it.	1.0
1	Just so people can understand what he just said is he turned down working with DJ Premier? That is who Primo is for his man's whose man's baby my man, but what I'm a loyal do, okay, I'm a loyal dudes.	1.0
2	I was like yo at the time we was Can we my man doing the tracks this of course Primo the legend now, I look back on this kick myself in the ass.	-1.0
1	There are some actors that you feel like you personally know because they play roles that remind you of folks in your family and your neighborhood or people you went to school with. So in 1999 the movie The Wood came out and it really is one of the most underrated movies because what made that movie special. Is while it was based in Inglewood those characters could have been coming of age and Detroit Chicago really anywhere now Omar Epps my guest today on Jamel Hills and I'm bothered has been in a few movies that are just like that from Jews to Love & Basketball, even the program he has had an incredible career that has spanned some years. He joins me today to discuss not just his career, but the book he wrote about black fatherhood his days as a former MC in case y'all didn't know he used to spend on the mic and Why we've never seen him and Pittsburgh coach Mike Tomlin in the same room now, but all jokes aside. Very pleased to welcome Omar Epps. He's up next. Because I'm such a gracious host especially to guess whose work. I've admired for a while and you know people who I get the sense even though Omar you and I don't know each other that well, but you know, I fuck with you, right? So because of that, of course, I'm gonna open with something that I'm sure you have a lot of thoughts and opinions that plays right to your strength. Let's talk about your damn Cowboys. Ha ha ha. Wow. I know what a what an opener. Yeah, like real Graces of me to like bring up something. I'm sure right now for Cowboys versus everybody is a sore subject. So where do you stand on Jason Garrett? Because a lot of is to some degree typical after a loss that people immediately direct all their anger and frustration at the coach. So that's kind of common but with Jason Garrett is just has always felt as if there's been this love-hate relationship between him and Cowboys fans who are expecting more you always expect more but in particular this year, so what's your assessment of?	1.0
2	Jason Garrett, it sucks. I'm 50/50. I've always been 5050 with Garrett because you know, I'm a big believer like, you know team sort of take on the attitude of their head coaches, right and and you just has that sort of feeling Jason Garrett now don't he's one of the nicest human beings.	1.0
1	So if you had a chance to meet a minimum, he's just a nice guy, you know what I mean?	1.0
2	And so there's a part of you that roots for a person like that, but the sports fan in me, you know, I've been saying this for five years. I want Bill Cowher To be our coach with the pieces that we have if Bill Cowher was a head coach I would it would be over the moon. Okay, but we're going to see it's 50/50. Look it's you know how this change his day-to-day if we end up making a run in the playoffs if we end up in the NFC Championship all of a sudden a Garrison draws forgotten.	1.0
1	You know what I mean? Yeah All Is Forgiven us.	1.0
2	We don't make the playoffs this year.	-1.0
1	You gotta go, you know, what would be a perfect scenario especially for you is if the Steelers fire Mike Tomlin and then he coaches the Cowboys so then everybody can see you guys in the same place, right and no dispel the room and dispel the rumor that you're literally the same person.	1.0
2	I'm sure when people started saying that I mean, do you actually see the resemblance or you just like nah, at first I didn't and I'm like, I guess when I grow my beard out I was like, okay we look he can look like my older brother's wife Lisa. I was like, what do you think? She was like a little bit, right? Okay, so you can you can take it they say we all have a doppelganger somewhere in the universe.	1.0
1	We will know that I guess if there's ever a movie made about my childhood you probably going to be the first guy I would assume so that they call so Alicante is just to do everything. Let's go back to Brooklyn for a bit. You know, as you mentioned you all the New York teams. They were not very good. So, you know, you kind of wound up gravitating toward the Cowboys. In terms of you catching the acting bug.	-1.0
2	How did that come about that came about so my grandfather got arrested. So he was a jazz musician. My grandmother was like a jazz singer like photographer just artsy and you know growing up. I thought I was going to play football and I got hit real hard and I was like, huh? Maybe I can act like a football. But yeah, you know, I've always been into the Arts. I've been writing for as long as I can remember. Are you should dabble with music and the first, you know doing the school play like anybody else and that's when I got bit you did I did we did the play grease? Oh, oh, okay, but then you know, I was I kind of got it really acting became an extension of writing because I've been writing poetry and short stories and all that stuff and you know, when it came time to go to school. I was like, I'm going to audition a performing arts high school and really see what it is, and I hadn't really done. I hadn't done. Any acting classes and you know other than regular public school stuff and I auditioned for vocal and acting and I got in and then that was it after that because this you know, so it's an incredible performing arts school. I mean in the country and just the faculty and just the way that they treat the art itself and the crafted just really I felt like I had found my purpose I'm gonna guess that you probably didn't Maybe	1.0
1	A whole lot of people pursuing that kind of career pursuing that kind of passion. So, you know, what did like your people your friends? What did they think about the fact that you wanted to pursue something? That's kind of non-traditional even though you're in New York.	1.0
2	You know, it's funny about that is nobody really knew I really didn't I mean my mom knew but it was just my peers in school. Like I still have my boys on the Block and he's just like, you know go to performing arts and I was just quiet with my wall and then you know, I had my boy Boys that I grew up with that we went we all went to the same High School my boy mom and my boy Mitch so we shared that thing and and I mean it for me it happened pretty quickly. Exactly. Yeah. I got out of high school a book juice and that's when he was like, oh like you really like trying to do his acting thing and I was like, yeah, but um, you know, I've been I've been blessed ever since. So how did you book juice juice was what they call a cattle call. So I so I you know, Got out of school and I was one of those and take a year off get a job kind of figure out, you know, I didn't I didn't know if I want to go straight to college one of my boys went to how and I was just like I'm gonna kick it around in the city audition heard about this audition went and it was like, I don't know how it seemed like it was like a thousand people there go in read they called me back read again. It was like every call back. It was a smaller group and it was a lot of chi don't remember how many callbacks but I wouldn't be surprised if he was something like 15 called like something out there and then there was like there was like eight of us that they were kind of like trying to put will you to read this role and you read that role and then they had a dinner and I remember my manager at the time she was like, you know, they really hot on this guy 2-pack 2-pack shocker and I was like what you just like whatever you do try to sit next to that guy because they really love love that. And of course as it would play out we sat on opposite ends of the table, you know what I mean, but after we had this dinner and everybody just vibed out and about couple days later. I got a call from Ernest Dickerson. He said hey man got some good news. Looks like you got the part and I was like really and was like it. I'll never forget that moment for the rest of my life.	1.0
1	Now. They they had you you just said that they had you kind of doing other roles to like like, you know, And everyone everyone everyone was there. Did you always want you or was that another part that you were also kind of drawn to his will that you would have been happy to play?	1.0
2	That's a good that's a good question. I think well originally I went in for Q. So that's you know, I had the blinders on for that but once they started moving us around and well you try this role. You try right hand. You try Bishop, you know, you just had to be open to the process, but I think internally, I've always felt connected to Q, you know the first time ever	1.0
1	Script, so well, it wasn't, you know relatively recently. I had bochum Woodbine. Okay who was on the set of juice playing the stand-in for Treach? I think that's what he did. He told a pretty funny story about his first the first time him and pot bonded was they smoke weed together? Alright, so the blood together you remember your first time like when you met him and when what was that experience like first time I met Park was at that.	1.0
