speaker_tag	text	sentiment_score
3	Hi, everyone, Ronnie here.	0.0
2	You're listening to clean with me the podcast about cleaning to listen to while you clean.	1.0
1	I hope everyone's having a great day today. It's time to gear up for our big cleaning session. And if you're new to the show The Way We gear up for that is to make sure that we look presentable. Whatever that means for you freshen up a little bit. Sometimes we light a candle or turn on a wax warmer or sometimes. It's a matter of just opening a door or a window turning on some. And sliding some fresh air come through if it's a nice day. I know right now. I've got the air conditioner and the fan on so I'm not airing out my house, but I have my wax warmer plugged in.	1.0
2	I'm not cleaning while I record or anything, but just to give you an idea kind of what I like to do during the day to get comfortable and especially when I'm cleaning.	1.0
1	I like to make sure that I'm comfortable and a lot of times that means being cool enough.	1.0
2	Cough.	0.0
1	So even in the winter, I will go down to just like a cami which is if I don't know people in other countries listening I've realized that there are some new stats available to me. So I realized that only 79 percent of you are in the United States. So some of the terminology with our English could be a little bit different when I just throw out these random terms like I'm wearing a cami but it's a tank top a little spaghetti straps and it's something that I use. As an undershirt when I was out grocery shopping earlier. I had a t-shirt over it like if I'm wearing kind of a low-cut top. I like to wear a cami under it to kind of give me a little bit more coverage in the front but around the house once I start cleaning, I definitely go down to the Kami because I tend to get hot and I guess I'm just not like everybody else. I remember shopping with my mom recently. And she doesn't live near me but when I was in town visiting and she was saying something about well, it's not really the time of year to be buying short sleeve shirts or something. So for me, it's always the time for sure sleeve shirts. I do wear sweaters and jackets and coats when I go out, but I don't	0.0
2	really like wearing long sleeves	1.0
1	a lot of times when I'm shopping. I will take my sweater off tie it around my waist or put it in the shopping cart.	0.0
2	And go down to just a t-shirt with short sleeves and I don't care if it's the dead of winter I get hot.	-1.0
1	So I like to dress in layers. So some of you ladies might be able to relate to that but some of you might be just you know this time of year, you have all of your short sleeve shirts packed away and you switch to long sleeve shirts. I do own a few long sleeve shirts, but it's usually good to wear a cami underneath in case I have to take it.	0.0
2	Off because even if I were one by myself by itself, I get really hot.	-1.0
1	So just some random thoughts on how I get comfortable to clean, but the less clothing that I have on the better. Basically, let's see taking out the kitchen trash. That's something that I often do to make sure that my house is smelling good we take out the trash every day. We don't live in an area where they have the same. Separate recycle bins.	1.0
2	Okay. I know some of you are gasping right now, but you know in California, we've lived somewhere where you keep those things separate here. There's just one receptacle and everything goes into that and somebody else goes through that stuff later or whatever. So anyway, that's just what we do here.	0.0
1	Anyway with a family of six we do. Tend to fill up the kitchen trash every day.	0.0
2	And sometimes I empty the bathroom waste baskets into it. So that usually needs to be emptied right away.	0.0
1	And one of the reasons I do that at the beginning of a cleaning session, I take the trash out realign it that way.	1.0
2	I have somewhere to throw the trash as I'm cleaning the kitchen because you do come across a lot of trash when you're cleaning a messy kitchen and this is a messy Monday folks. So So what that means for me? Is that on the weekend? I'm usually spending a lot of quality time with the family Saturday.	1.0
1	We were fishing Sunday.	1.0
2	We had Church. My husband was home spent a lot of time with him. So Mondays are day to recover and I kind of lost a lot of time today just due to an incident that happened when I locked my keys in Car even though I have keyless entry. There's a low battery and I locked them in. So anyway couldn't get the car open and I had to use my roadside assistance.	1.0
1	But when you're a busy mom and you lose an hour and a half of your time, it can kind of mess up your day. Anyway, I'm trying to remain positive though.	-1.0
2	So, you know, make sure your house smells good make sure you look good and let's get started probably in the kitchen unless you need to straighten up the front entrance of your home real quick. I'm not talking about deeply cleaning the living areas. We'll get to that later in the show, but maybe you need to just kind of pick up. So that the front of your house looks presentable if someone were to stop by or come home early and let's get started in the kitchen.	1.0
1	Usually when you go into a kitchen you're either going to be removing clutter off of the counter tops or putting away clean dishes. So you might need to throw away some trash. You might need to put away some food.	1.0
2	You know, maybe there's a box of cereal out or a container of some sort of sauce that people tend to leave out maybe some seasonings that need to be put away.	-1.0
1	Maybe just things that don't belong in the kitchen at all paper clutter.	-1.0
2	What have you, you know male should have a basket that it goes in things like that.	0.0
1	So if you have clutter get that dealt with so that you can kind of isolate the mess down to just dishes if you have dishes to do You're going to want to put away clean dishes. Maybe you have a drying rack that you need to empty, or maybe you need to empty your dishwasher. And put those things away and if you don't have any dishes to do, you know while I'm talking about dishes just get right into the deep cleaning of your kitchen because some days if you've been, you know cleaning as you go doing dishes after meals, you might not have a messy kitchen. So if that's you this would be a great day to just deep clean your surfaces like, you know, maybe even the inside of your microwave the inside of your fridge.	-1.0
2	You know wipe down your countertops all your appliances and give your floor a good sweep and thorough mopping maybe even on your hands and knees but for a lot of us, we've got to tackle some dishes first.	-1.0
1	So we put away the clean dishes and then it's time to either load the dishwasher or start a sink and when I talk about starting a sink load of dishes, I'm assuming that you fill up the sink with hot. Soapy water, but I realize that some people don't do that. I was watching a little video on Pinterest earlier because I try to to read a lot of cleaning articles and cleaning videos and things to kind of get ideas for the show and make sure that I'm covering everything and that, you know, I'm staying with the trends and it was a video of hacks where they showed like a little holder for your sponge and just some different things to make doing dishes easier. But what I noticed is that they were washing the each dish just in one step.	1.0
2	They would squirt a little bit of dish soap on it scrub it with a sponge and then rinse it under running water and put it in the drying rack.	0.0
1	Whereas I do dishes a different way and it doesn't matter how you do them.	1.0
2	But just to kind of give you some ideas of your options. We'll talk about some of the different ways. But the way I do it is I when I'm hand-washing of course and you guys know that I have a dishwasher so I load the dishwasher first and then a lot of times I handwash what's left or just certain items that I want to be very careful with will be hand washed.	1.0
1	So when I'm hand-washing I will take the plate for example, and then I'll grab just kind of a brush and under running water.	0.0
2	Just kind of scrape off that plate. I have a garbage disposal so that can just go right into the sink and I call that kind of a pre-rinse.	0.0
1	Then that will go into the hot soapy dishwater and I'll do that with several different things until I have a sink load so that it's a hot water with like a dawn or Palmolive in it bubbles.	0.0
2	Okay, and then I pre-ripped things and put them in there and I start with things like glasses silverware and then I do plates and bowls.	0.0
1	So, you know those things might all go in together if it's a small amount of dishes, but if it's if it's a large amount then I might have a whole load of just glasses and silverware a whole sink load and I will then use either a dish wand with a sponge on the end of it or a sponge or even a dishrag.	0.0
2	Just whatever. I feel like using at that time and I will wash the dishes and then rinse them under running water as hot as I can stand and then put them in the drying rack and they do they do soak a little bit before I start washing them because I start out with real hot water and then it soaks a little bit while the water is getting a little bit cooler just to where it's you know, it's not too hot. So there's kind of a soaking involved there.	1.0
1	That's kind of how I do it and then if the water starts to get dirty, you know, if I was doing just several loads by hand I would drink. Rain it rinse out the sink and start over.	-1.0
2	But typically I'm only doing about one sink load at a time at my house because I have a dishwasher also.	0.0
1	Now it's kind of a bummer.	-1.0
2	My dishwasher takes upwards of 2 hours and 45 minutes.	1.0
1	I was really surprised at first the older dishwashers took about an hour newer ones take longer and there's pros and cons. I mean the good thing about the one that took an hour. It was like you'd run it and then you'd load it again.	-1.0
2	Like you wouldn't even have to wash if you had a lot of dishes piling up. You wouldn't even have to hand wash. I mean just be like I'll be back in an hour and do another load but when it's taking over two hours almost three hours, you've got to hand wash the rest of the stuff. Otherwise you're going to end up procrastinating is just going to get too late in the day. So just some thoughts. You might want to time how long your dishwasher cycle is.	-1.0
1	I'm always saying I'm going to time it but I'm pretty sure it's over 2 hours and 45 minutes, but I don't know if I have it down just did the exact minutes, but it takes It sometime so if you do have an older dishwasher on a positive, you can run it back to back, you know in a shorter amount of time, but the positive as you're probably saving money if you have the newer one because it's using less water and maybe less heat.	1.0
2	Anyway, that's kind of you know, it's energy efficient. So that's the trade-off.	1.0
1	So you do all your dishes and then once you're done you're going to be cleaning your surfaces, I like to remove any food items, like for example, a fruit bowl a loaf of bread things like that. I have this like two-tiered basket and sometimes I'll have fruit on one level and then bread and tortillas and another one of the baskets.	0.0
2	I'll usually just move that thing over. to the table When I'm spraying down, my Island. So I like to relocate things when I spray a cleaning product other times.	0.0
1	I don't want to relocate things. If I don't want to relocate things. I will wipe the counter top with a cleaning wipe or just a damp rag dipped in the soap dish water and then run out, but when I'm doing a little more of a deep clean with the surfaces, I like to remove all food spray them down with a multi surface spray.	-1.0
2	And scrub them down and if anything is dried on I'll use like the Rough Side of a sponge and even my thumbnails you hear about people using a plastic scraper. A lot of times. I use my thumb nail. I probably said that before on the show, but I have real nails and I use them.	0.0
1	So anyway, Get those dishes done. I'll give you a little bit of time to do that. And then of course on most days well every day. You want to wipe your stovetop along with the countertops some days you want to remove the burners.	0.0
2	If you have that kind and clean inside those trays or you know, clean your burner Parts, depending on what kind of burners you have. If you have a gas stove you might be soaking your actual burners or even running them through the dishwasher. If you have an electric stove, you might occasionally remove the burners.	0.0
1	Clean that tray underneath kind of my trick if I have not been good about cleaning my burner trays and they've gotten discolored. You can buy new ones and replace them, but kind of my trick sometimes when I'm getting ready for company is I'll take those out and I'll cover them with aluminum foil and then put them back on, you know, you rinse them off first, but that way just that Blackness doesn't show so that's a little lazy shortcut for you if you're going to ready to have Me or something.	-1.0
2	There are ways to get them clean but you know like with an oven cleaner and gloves or something, but I I'll typically either cover them in foil or occasionally by the new trays. I'm more likely to cover them in foil.	0.0
1	I have a new range right now.	0.0
