speaker_tag	text	sentiment_score
3	Hey guys, so welcome to big facts podcast with Thomas and I'm Ricky with the huge bags podcast and I'm Dave with the gigantic friggin facts. Are you?	1.0
1	Okay? So basically we're going to be doing synonyms. When we do our big part of it just for fun because why not also guys who's listening. This is our first pod. Past of course. It's called big facts podcast re trying but it was cool. So we did it. It's set for a comedy. We're trying to do more of a PG-13 type things for all audiences. We're going to keep swearing down to a minimum. They're going to we're trying to keep it around a 30 minutes for each podcast, but if it gets into like a good heated discussion and we start arguing about stuff not or not saying we're going to end in 30 minutes, but I'm probably keep going to be honest. Keep it going also as of right now if you want you can also subscribe keep listening and we should be on other things like Spotify. We're gonna probably be on Apple Google Play anything where you can listen. Those are the most popular ones. But yeah, so we're going to get right into the podcast. We have some	1.0
3	great topics actually today so I can already hear a few.	1.0
1	I am right now so I have to like I'm traveling but when I'm not traveling we most likely be getting together and doing the podcast together. So some of them will have better audio. We're probably at some point if this gets popular enough for we get long enough into it, we might buy a better microphone were together and use that but for now, we're doing this this way because it's the best we got so Ricky G or day if you have any ideas for what you want to do for our first topic of discussion today.	-1.0
3	I want to talk about times. Cartoons predicted the future of already got it loaded up pretty weird one gone here.	0.0
1	Alright, so If you guys don't know already if you've watched any favorite TV shows like Simpsons family guy Futurama American Dad. I don't know if they really predicted anything. Yeah stuff like cartoons. Yeah older cartoons. Yeah, all these cartoons and all these shows have actually had an addiction to something that happened in the future a couple years after the show like that episode as are Simpsons they think the creator of it is a time traveler, which would make sense. He's predicted like 18 to 20 things. And hold like life work like doing it. One of the biggest ones was the Mitt Romney thing where he was trying to vote for Obama and it kept going it was the machine that kept voting for Mitt Romney. There's that one. They predicted 9/11 early so that it was that they are becoming president. Yeah, that one they predicted 16. No. Yes, 16 years. They had the exact same place. He was at like as it was happening all the other thing they predicted which was really interesting was the God particle. I don't know if you guys know that one, but they had like Homer Simpson was writing on a board and he had I guess it was really close to the exact equation that was used to Sorry for the actual God particle, and I don't know how I don't know about me. But you put that together that if it says that close to the God particle, you might have you might be thinking something. You know what I mean? Like it's not part of God Particle because I have no idea.	1.0
3	What a God Particle is.	0.0
1	Well, it's I'll just explain real fast, but it has its particle that like start of the universe the Big Bang.	0.0
3	Once you have a quick suggestion, yeah, what's your suggestion? Probably shouldn't talk about that because there could be listeners who are religious.	-1.0
1	We weren't talking too much. And yeah, this is this is nothing. Yeah. I was just I was just playing with the God particle was it's not I'm not getting into the religion part of the I was just saying how they predicted that equation. Of course that that was not just a sense of either.	-1.0
