speaker_tag	text	sentiment_score
1	All right. We're rolling. Let's start this.	0.0
2	All right guys, welcome to the iron sharpens iron podcast. I'm your host go chart and Coach cat. So this is the third time we're gonna we're gonna shoot this episode. I hope it will turn out perfect. Yeah. The fan was too loud last time. Oh man that that that's amateur move. But hey, we're amateur. So yeah. So in this episode we're going to talk about how I replace started.	1.0
1	Okay. So basically the last time yeah, yeah, what'swhat's coach Katz said how Iron play started and yeah, basically your story. Yeah. How did you start?	0.0
2	It's not even that interesting. But yeah, let's have fun. So I guy Guys just want you to sit back.	-1.0
1	And yeah, I understand where the culture comes from right some start. Yeah. So let's go to the beginning. How did you start with girls with? Oh man do that.	0.0
2	Do you want the long story or the shortest one? Let's do the long. Let's go long. All right, so well, As you all know.	0.0
1	I'm I'm a Christian. So my faith right? It's it's Christian and yeah, it's way way back when I was young.	0.0
2	I was introduced into it by my uncle.	0.0
1	So I have one a we have a pastor who based here back then that's back in 2013. And yeah.	0.0
2	This man to it. So here is what yeah here. Yeah once a week we will have a small group like young men's group all young man's young couples group and we're just gonna talk about live we're going to do we're going to we're going to discuss some modules.	0.0
1	We're going to do some question and answer Q Benes stuff like that. Just just to make us grow like, so one time we we are talking about how we can take care of our physical. Yeah or of our physical body so and Crossfit back then was getting popular like 2013. That's where the sports became really big. Oh, those are dirty. Yeah. Yeah. Our church is really Pro into that. So it's not like spiritually, but of course mentally and physically there really are Moving the forward towards that direction. So CrossFit was really introduced to us by our church. Finally started. Right? Look I did not expect this.	1.0
2	Okay, so and where did you start? So we're talking about it in one of the small groups and he asked me.	0.0
1	Hey, maybe do you want to join me? Sometimes like so I was the first one in the group to join him. Join our posture and yet the join him in a group in a workout. So and do you remember I said, yes.	0.0
2	Yeah. I said yes.	1.0
1	We went to his box one of the famous boxing Amsterdam and right from the start. I was really hooked up man. My first workout was I was really I do not know it exactly but it's a amrap. And it involves a box jump. Okay.	1.0
2	It's like I've never jump I never did any plyo exercises before so it's really scary, but it's fun at the same time and I was really hook about it.	1.0
1	So how's your sport background or do you do any sports before?	0.0
2	Well when I was still in school, I used to play basketball, but not really a varsity level is like pickup game stuff.	0.0
1	that I always into that and then when I groove into my adolescent age	0.0
2	started going to a global Gene because of my brother. Yeah, he dragged me into this.	0.0
1	So he started first doing bodybuilding stuff like isolation into regular gym and his told me a come with me you train so because we were once in a theater, we were once teammate in a small competition basketball here in Amsterdam. So, yeah. We kind of he kind of trained for that. So he dragged me into it. Let's begin strong. Like how often do you goes?	1.0
2	It's pretty good.	1.0
1	At first we were just at first I joined him at least twice three times a week first doing so some clock Global team some isolation exercises isolation, and they will start first with Running 15 minutes on the treadmill then do some visor to do some bench squat that it's a funny story.	0.0
2	Right? So I've done that for three to four years didn't get any results.	-1.0
1	Unfortunately. It was the lifestyle next to it.	-1.0
2	My lifestyle was just drinking and smoking next to that even though and I became Christian that didn't when Way that fast so and I was keep smoking and drinking while playing basketball like my conditioning is hello. Yeah, my range of motion is messed up because all of the contraction well exercises.	-1.0
1	So yeah, where are we so I got introduced to cuspid.	0.0
2	I tried it once I hooked up that I signed up right from the start.	1.0
1	All right, awesome. And you started to go right from the start like three four. Times a week. Wow. Yeah at first yeah, my pastor always pick me up or I pick him up and we're just going to go carpool because it's in Amsterdam. It's too far and yes try to doing three times a week. But of course, I want to go more. It was Ruiz just its role addictive, but I can because first the distance and of course we took to gasoline is high that time.	1.0
2	So I bought a scooter absurd am how long was the drive it is 40 minutes 40 minutes. You could get it by 30, but you're not going to stop it and stops it stopped. So just riding the red line. I remember I remember the guys on our small group start doing it as well. So who cook? Sigmund and Randall nodes up for a free trial session into the box where I restraining while Sigmund Kip kept doing it. So he signed up right away after he his first free trial but no way notes Randall. I don't know. He's just not into it yet.	-1.0
1	But now he's a member of our Box O and your brother good God.	1.0
