speaker_tag	text	sentiment_score
2	Hello and welcome to the clearly unqualified podcast. I'm Ryan and I'm Jaclyn. She's a therapist and she's a hair stylist and this is our unsolicited and often on followed advice. So grab a pen. You're going to want to write this down today. We have a very very serious topic that we have been. I think to discuss for a very long time very serious. Very serious Jaclyn. What is it?	1.0
1	I need you to keep your nudes in a private folder. Um, I'm probably not gonna okay. Um, you know, that feels right guys guys you guys you need to keep your news in a private folder lock them up get a little key. It's also way maybe let's first start with like it's 2019 like who doesn't take nudes.	-1.0
2	Let me know everyone takes forever.	-1.0
1	One take his moods.	0.0
2	It's about being a strong independent powerful naked woman, right? Like if you don't love you who else can love you. I mean we all have watched RuPaul's Drag Race.	1.0
1	Like if you can't love yourself how the hell you gonna love somebody else you feel can I get an oh man, so I think what you guys have gathered is Jaclyn keeps her news locked.	1.0
2	Like Signed Sealed not delivered have a passcode like cannot get and no one seeing these my nudes are in the general population of my pictures like photos not Snapchat like Photo and in the there in the fucking Cloud just like yeah, so it's like you're scrolling through you like that's a beautiful picture of someone's hair. That's like a dog that's fucking rob. That's Jaclyn.	-1.0
1	Oh, that's your naked body. Just their apathy. You know, I'm fine with it. It I think I think it's fine.	1.0
2	If you think it's fine, I think people find it delightful you think well, well, like what if you're in like a like professional situation, so yeah, so recently my boss was like so my boss is okay. Like there's this hairstyle that I think I want like, can you like help me find pictures? I'm like, absolutely so the next day she's like, can you like show me those pictures you found and I pull up my Photo album and my phone had updated overnight and apparently on the new Apple update. It just shows you like your month and like a recap and I had this like really wear tomorrow. I got I had a month and I have this wonderful video of me doing some some sexually explicit things rated R rated hard.	1.0
1	Definitely not PG-13 Up. It was on my phone and she's looking over my shoulder and I was like just kind of closed. My phone really quick was like, I don't know where they are. I'll find them. So yeah, I am so uncomfortable like violently uncomplicated violently uncomfortable.	-1.0
2	My boss didn't seem to mind though, but I think that in my profession, they're a little bit more chill about that stuff.	1.0
1	My boss would lose her mind my boss. I was like don't tell me anything personal that involves sex. I don't want to know and don't tell me I said I'm like, okay, I like guess what I like did she like no. No, I don't. I'm not gonna guess I'm like, okay. I actually like went up to my boss later. I like found pictures but like in a safe space and Corner showed her the pictures and then I went up to her later and I was like, so did you see what was on my phone when I opened it? It and she was like know what was it. Was it a pee-pee and I'm like hmm. It was just a PP. Nothing. Nothing else. Not me with said PP not my mom. So I'm slowly coming over to the side of like keep your nudes in a private folder, but it might just take me a bit to change my habits a bit. It's been years. No, come on.	1.0
2	How long have you been taking nudes and videos? Um, I actually remember my very first nude correct?	0.0
1	Me too.	1.0
2	So my first nude was on a Snapchat and it was literally just like a cleavage shot like a little bit boring now like very like it was like PG like the not even PG-13 but that had to have been like maybe like four years ago when I first started like losing weight and feeling like more confident in my body and in my cell Elf so that was like my first time being like oh, all right, like show yourself. You're feeling good. You're looking good. How do you want to like let this out and I feel like I also try to bring that out and other people. Oh for real. Mmm-hmm. Yeah. I mean you took my first like round of like multiple news for me because like I didn't know how to hit angles or like hold my arm far enough away.	1.0
1	I was like just pull your arm up and I'm going to take it. You need to look like you're taking it's like it's fine. I still use those they are.	1.0
2	Yeah, they're good one. But like the first first one I took was in like a bralette and you were like, oh just like send it on Snapchat.	1.0
1	It goes away in 10 seconds.	0.0
2	Like he's going to see it.	0.0
1	It's gonna go away and like that's it. So I like it was like no res like no risk. I'm going to do it like coming out of my shell. I've never done anything like this and then I sent it and he screamed.	-1.0
2	In shot it it well screenshotted it Ryan.	-1.0
1	Well, you should be sending it to people who are more trustworthy. I will get you told me to send it to him my mistake. I didn't know I didn't know he was a sneaky snake. Oh, you did it man. I had an idea like that my whole situation with him is your fault but like that's far enough. We'll talk about that later, like writing it down.	-1.0
